record_id,question_id,decision,reason_codes,confidence,evidence_basis,status
pubmed:34825768,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:34882134,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:34883213,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:34937168,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:34981106,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:34985089,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35037744,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35066755,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:35081550,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35082485,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:35084797,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:35107323,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:35119232,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:35122190,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:35165344,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:3522704,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:35318201,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35353431,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:35417778,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35596597,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:35645018,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:35682720,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:35710615,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:35771985,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:35843842,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:35899384,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:35899490,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:35955942,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:36038343,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36155352,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:36178169,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36183923,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:36282208,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:36326112,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:36332223,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:36515339,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36524620,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:36615814,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:36747270,HRS4_LIVER_DISEASE,deprioritize,outcome|off_topic,high,abstract,ok
pubmed:36863159,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:36868489,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:36900932,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36902432,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:36907542,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:36913077,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:36930784,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36958264,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:36961176,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:36986190,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:37040544,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37077515,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:37099000,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:37121435,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37127122,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:37164270,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:37208493,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37248976,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:37282884,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:37354055,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:37365109,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:37380287,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:37449514,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37460037,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,medium,abstract,ok
pubmed:37505972,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:37544344,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:37648521,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:37660725,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:37706365,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37756041,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37831308,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:37840104,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:37843100,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:37982556,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal,high,abstract,ok
pubmed:38039856,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:38055372,HRS4_LIVER_DISEASE,retain,exposure|outcome|human_signal,medium,abstract,ok
pubmed:38057000,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38059982,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:38062980,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:38158894,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:38193433,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38372012,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38402364,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:38404263,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38492132,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:38528750,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:38562009,HRS4_LIVER_DISEASE,retain,exposure|outcome|design_signal,low,abstract,ok
pubmed:38569427,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:38579127,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:38636613,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:38640296,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:38646869,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:38687644,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38701490,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38703829,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,medium,abstract,ok
pubmed:38724177,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:38874448,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38898191,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:38904414,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:38906588,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:38918075,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:38937862,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:38992407,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39067685,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39068798,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39072556,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39089652,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39102266,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39121063,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:39136211,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:39158846,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:39168095,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39174901,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:39197740,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:39225253,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39275155,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:39304112,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:39316257,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:39318011,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:39342324,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:39354283,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39381846,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39393795,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:39404730,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:39445862,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:39449622,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39450425,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,medium,abstract,ok
pubmed:39492827,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:39548712,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:39610253,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal,medium,abstract,ok
pubmed:39658842,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39674324,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39708119,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:3972224,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39846785,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:39854767,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39861457,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:39875778,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:39927421,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:39982029,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:40034049,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40035662,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40064630,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:40134104,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:40137450,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40145283,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40314389,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:40338652,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40388649,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40418327,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:40441699,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:40464499,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:40555541,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40586486,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40600841,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40615075,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40649724,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:40675653,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40706203,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40712261,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:40762759,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40770480,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:40797501,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:40820824,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:40849767,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:40857202,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40905602,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:40944226,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:40969002,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:41014426,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41037809,HRS4_LIVER_DISEASE,deprioritize,outcome|off_topic,high,abstract,ok
pubmed:41042615,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:41072084,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41168313,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41178689,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:41205638,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41262061,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:41270879,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41342618,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:41350964,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:41380411,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:41418959,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:41609368,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:41636749,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:41698451,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,medium,abstract,ok
pubmed:41754125,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,high,abstract,ok
pubmed:41802599,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:41831501,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:42010989,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:42092331,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:42101166,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:42116385,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:42160492,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:42253964,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:42280426,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:42364655,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:42373439,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal,medium,abstract,ok
pubmed:42444028,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:42475234,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:4790684,HRS4_LIVER_DISEASE,deprioritize,off_topic|insufficient_abstract,low,title_only,ok
pubmed:4835003,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic|insufficient_abstract,low,title_only,ok
pubmed:6139688,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:6779941,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:6797209,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:733681,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:7970342,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:7985711,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:8125230,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:8337605,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:8450317,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:8520411,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:8688761,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:9129552,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:9138129,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:9230022,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:9333815,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:959916,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:9773106,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:10030196,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:10417036,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:10531760,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:10902065,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:10920504,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:10994537,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:11020834,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:11144706,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:11193392,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:11198952,HRS5_ANTICOAGULATION,retain,exposure|outcome,low,abstract,ok
pubmed:11206893,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:11370698,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:11464169,HRS5_ANTICOAGULATION,retain,population|exposure|insufficient_abstract,low,title_only,ok
pubmed:11547487,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:11711691,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:11712472,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:11736868,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:11772128,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:11909887,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:11924555,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:11961942,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:12008092,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:12081669,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:12426769,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:12472978,HRS5_ANTICOAGULATION,retain,exposure|outcome,medium,abstract,ok
pubmed:12577350,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:12597263,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:12664712,HRS5_ANTICOAGULATION,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:12756423,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:12772396,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:12773074,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:12803100,HRS5_ANTICOAGULATION,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:13678141,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:14565795,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:14596440,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:14610534,HRS5_ANTICOAGULATION,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:14639889,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:14640772,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,high,abstract,ok
pubmed:14717783,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:14766022,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:15049433,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:15076080,HRS5_ANTICOAGULATION,retain,population|exposure|insufficient_abstract,low,title_only,ok
pubmed:15186565,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:15199454,HRS5_ANTICOAGULATION,retain,population|exposure|outcome,medium,abstract,ok
pubmed:15213041,HRS5_ANTICOAGULATION,retain,exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:15231565,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:15238367,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:15238393,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:15289492,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:15340879,HRS5_ANTICOAGULATION,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:15340883,HRS5_ANTICOAGULATION,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
