candidate_id,record_id,question_id,pmid,pmcid,study_design_candidate,group_or_exposure_signals,timepoint_signals,outcome_definition_signals,comparison_signal,measure_type,observed_value,operator,ci_lower,ci_upper,xml_locator,source_sentence,source_sentence_sha256,context_completeness,extraction_authority,human_verified,effect_estimate_usable
NUM-PMC4769668-17-1-percentage-2,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|diet,,kidney stones,true,percentage,95,,,,article[pmcid='PMC4769668']/body//p[17]/sentence[1],"There was no association between intake of dietary vitamin C and incident kidney stones in any cohort (Table S1): the multivariableadjusted HR for dietary vitamin C intake of ≥250 compared with <90 mg/d was 0.92 (95% CI, 0.68–1.24; p for trend = 0.3) in the NHS cohorts and 0.95 (95% CI, 0.75–1.19; p for trend = 0.7) in the HPFS cohort.",20ddd611b9f7b89ada35f4018c0c623cb4ab932536e7cc8301fc659845d4d0a3,candidate_context_present,agent_result_context_only,,false
NUM-PMC4769668-19-1-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake,,kidney stone|urinary oxalate,true,percentage,0.5,,,,article[pmcid='PMC4769668']/body//p[19]/sentence[1],"Vitamin C intake has been proposed as a risk factor for kidney stone formation because vitamin C may increase urinary oxalate excretion.10,11 However, it is possible that this finding might be due to non-enzymatic ex vivo conversion of vitamin C into oxalate in the collection vessel.16 When urine specimens were treated with immediate acidification at a pH of 2 and frozen at −30°C, intravenous administration of large amounts of vitamin C up to 1.5 g per kilogram of body weight resulted in oxalate conversion of less than 0.5% of the vitamin C load.22 In contrast, urine sample handling, storage and analysis without acidification and immediate freezing resulted in up to 25-fold increase in urine oxalate after intravenous administration of vitamin C.22",7c48303b41912f4c41a6d143f8078d8806cb612a5c6ca2e564ace2665822632f,candidate_context_present,agent_result_context_only,,false
NUM-PMC4769668-1-4-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,,daily,urinary oxalate,true,percentage,22,,,,article[pmcid='PMC4769668']/body//p[1]/sentence[4],"Ingested vitamin C is partly converted to oxalate and excreted in the urine, thus potentially increasing the risk of calcium oxalate stone formation.9,10 In a metabolic study in 24 individuals, 2 grams daily of ascorbic acid increased urinary oxalate excretion by about 22%.11",c64f9d6e9bde1e834f0fada72c66e856a3b42c08a86d251fb650567bac9c9391,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-20-2-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|supplement,12 years|follow-up,,true,percentage,41,,,,article[pmcid='PMC4769668']/body//p[20]/sentence[2],"In the prior study of HPFS, intake of 1,000 mg/d or more of total vitamin C was associated with a 41% (95% CI, 11%–80%) increased risk of developing a first stone, after multivariable adjustment for other risk factors.12 In that study, the higher risk associated with supplemental intake of vitamin C was not statistically significant; the significant association between higher risk and supplemental vitamin C intake in the current, updated study is likely due to higher statistical power resulting from 12 years of additional follow-up and >25% more cases.",3829e0b81297593a2cfaa6316f65eeaa822341c5c856f246a6edefb8a85e95c1,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-20-2-percentage-2,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|supplement,12 years|follow-up,,true,percentage,95,,,,article[pmcid='PMC4769668']/body//p[20]/sentence[2],"In the prior study of HPFS, intake of 1,000 mg/d or more of total vitamin C was associated with a 41% (95% CI, 11%–80%) increased risk of developing a first stone, after multivariable adjustment for other risk factors.12 In that study, the higher risk associated with supplemental intake of vitamin C was not statistically significant; the significant association between higher risk and supplemental vitamin C intake in the current, updated study is likely due to higher statistical power resulting from 12 years of additional follow-up and >25% more cases.",3829e0b81297593a2cfaa6316f65eeaa822341c5c856f246a6edefb8a85e95c1,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-20-2-percentage-3,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|supplement,12 years|follow-up,,true,percentage,11,,,,article[pmcid='PMC4769668']/body//p[20]/sentence[2],"In the prior study of HPFS, intake of 1,000 mg/d or more of total vitamin C was associated with a 41% (95% CI, 11%–80%) increased risk of developing a first stone, after multivariable adjustment for other risk factors.12 In that study, the higher risk associated with supplemental intake of vitamin C was not statistically significant; the significant association between higher risk and supplemental vitamin C intake in the current, updated study is likely due to higher statistical power resulting from 12 years of additional follow-up and >25% more cases.",3829e0b81297593a2cfaa6316f65eeaa822341c5c856f246a6edefb8a85e95c1,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-20-2-percentage-4,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|supplement,12 years|follow-up,,true,percentage,80,,,,article[pmcid='PMC4769668']/body//p[20]/sentence[2],"In the prior study of HPFS, intake of 1,000 mg/d or more of total vitamin C was associated with a 41% (95% CI, 11%–80%) increased risk of developing a first stone, after multivariable adjustment for other risk factors.12 In that study, the higher risk associated with supplemental intake of vitamin C was not statistically significant; the significant association between higher risk and supplemental vitamin C intake in the current, updated study is likely due to higher statistical power resulting from 12 years of additional follow-up and >25% more cases.",3829e0b81297593a2cfaa6316f65eeaa822341c5c856f246a6edefb8a85e95c1,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-20-2-percentage-5,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|supplement,12 years|follow-up,,true,percentage,25,,,,article[pmcid='PMC4769668']/body//p[20]/sentence[2],"In the prior study of HPFS, intake of 1,000 mg/d or more of total vitamin C was associated with a 41% (95% CI, 11%–80%) increased risk of developing a first stone, after multivariable adjustment for other risk factors.12 In that study, the higher risk associated with supplemental intake of vitamin C was not statistically significant; the significant association between higher risk and supplemental vitamin C intake in the current, updated study is likely due to higher statistical power resulting from 12 years of additional follow-up and >25% more cases.",3829e0b81297593a2cfaa6316f65eeaa822341c5c856f246a6edefb8a85e95c1,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4769668-2-2-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake|diet|supplement,Follow-Up,kidney stones,true,percentage,41,,,,article[pmcid='PMC4769668']/body//p[2]/sentence[2],"In a prospective cohort study of men in the Health Professionals Follow-Up Study (HPFS), 1,000 mg/d or more of total vitamin C intake was associated with a 41% higher risk of stones compared with 90 mg/d or less after adjusting for age, body mass index (BMI), use of thiazide diuretics, and dietary factors.12 Recently, another study also reported a positive association between supplemental vitamin C intake and kidney stones in a cohort of 23,355 Swedish men; the multivariable adjusted relative risk associated with supplemental use of vitamin C was almost double compared with no use.13 To date, the only study in women was performed in the Nurses’ Health Study (NHS) I cohort and found no association between intake of vitamin C and risk of stones.14",ea73f614161dbce0e4f0a492156ae49501082365e77b7d1a5a7e2997b45cefe6,candidate_context_present,agent_result_context_only,,false
NUM-PMC4769668-3-3-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,Diet|intake|supplement,,kidney stones|urinary oxalate,true,percentage,95,,,,article[pmcid='PMC4769668']/body//p[3]/sentence[3],"Dietary risk factors for kidney stones may vary by sex.3,12,15 Second, the risk associated with a higher intake (≥1,000 mg/d) of supplemental vitamin C in the previous study in HPFS was of borderline statistical significance (hazard ratio [HR], 1.16; 95% confidence interval [CI], 0.97–1.39; p for trend = 0.01).12 Finally, interpretation of urinary oxalate excretion rates after vitamin C loading in metabolic studies may be complicated by ex vivo non-enzymatic conversion of urinary vitamin C into oxalate.16",aee6aba2c8db39fbc5f8f101a27c2fb6728da3ded33bb6fabaddfd7fbe452f13,candidate_context_present,agent_result_context_only,,false
NUM-PMC4769668-9-5-percentage-1,REC-PUBMED-26463139,B3,26463139,PMC4769668,cohort,intake,,,false,percentage,95,,,,article[pmcid='PMC4769668']/body//p[9]/sentence[5],Age- and multivariable adjusted hazard ratios (HRs) and 95% confidence intervals (CIs) for stones in each category of vitamin C intake were computed separately in each cohort with Cox proportional hazards regression models.,d0d7e7d41d73e7a770babaf703d6faab7d52ed868e38a18bfceef0fd1f77118d,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC11932055-2-2-percentage-1,REC-PUBMED-40130101,B3,40130101,PMC11932055,cohort,dose,,urinary oxalate,true,percentage,60,,,,article[pmcid='PMC11932055']/body//p[2]/sentence[2],"A 1 gm dose of vitamin C, which is contained in a typical single dose of “immune health” products like Emergen-C, increases urinary oxalate up to 60% [6,7].",e0fcf798f886fe68c6f251c2d60eefc5a919c536e9adbea01bb9f86f8ed82eb1,candidate_context_present,agent_result_context_only,,false
